user_id,0
query_id,1
query_label,2
transaction_id,3
session_id,4
database_name,5
query_type,6
status,7
result_cache_hit,8
start_time,9
end_time,10
elapsed_time,11
queue_time,12
execution_time,13
error_message,14
returned_rows,15
returned_bytes,16
query_text,17
redshift_version,18
usage_limit,19
compute_type,20
compile_time,21
planning_time,22
lock_wait_time,23
